ano,id_municipio,bioma,area_total,desmatado,vegetacao_natural,nao_vegetacao_natural,hidrografia
2009,5102504,Pantanal,17422.29079,3124.8,12616.5,0.4,1680.6
2011,5102504,Pantanal,17422.29079,3203.4,12537.9,0.4,1680.6
2010,5102504,Pantanal,17422.29079,3157.8,12583.5,0.4,1680.6
2005,5102504,Pantanal,17422.29079,2937.1,12804.2,0.4,1680.6
2002,5102504,Pantanal,17422.29079,2598,13143.3,0.4,1680.6
2004,5102504,Pantanal,17422.29079,2869.4,12871.9,0.4,1680.6
2014,5102504,Pantanal,17422.29079,3294.7,12446.6,0.4,1680.6
2006,5102504,Pantanal,17422.29079,3004.8,12736.5,0.4,1680.6
2017,5102504,Pantanal,17422.29079,3408.6,12332.7,0.4,1680.6
2016,5102504,Pantanal,17422.29079,3375.7,12365.6,0.4,1680.6
2008,5102504,Pantanal,17422.29079,3091.8,12649.5,0.4,1680.6
2015,5102504,Pantanal,17422.29079,3335.2,12406.1,0.4,1680.6
2020,5102504,Pantanal,17422.29079,3503.5,12237.8,0.4,1680.6
2012,5102504,Pantanal,17422.29079,3233.1,12508.2,0.4,1680.6
2000,5102504,Pantanal,17422.29079,2326.6,13414.7,0.4,1680.6
2018,5102504,Pantanal,17422.29079,3458,12283.3,0.4,1680.6
2021,5102504,Pantanal,17422.29079,3530.6,12210.7,0.4,1680.6
2003,5102504,Pantanal,17422.29079,2733.7,13007.6,0.4,1680.6
2022,5102504,Pantanal,17422.29079,3550.1,12191.2,0.4,1680.6
2019,5102504,Pantanal,17422.29079,3478.5,12262.8,0.4,1680.6
2007,5102504,Pantanal,17422.29079,3048.3,12693,0.4,1680.6
2023,5102504,Pantanal,17422.29079,3573.8,12167.5,0.4,1680.6
2001,5102504,Pantanal,17422.29079,2462.3,13279,0.4,1680.6
2013,5102504,Pantanal,17422.29079,3262.8,12478.5,0.4,1680.6
2008,5007935,Pantanal,711.73186,458.5,247.6,0,5.6
2016,5007935,Pantanal,711.73186,508.7,197.4,0,5.6
2014,5007935,Pantanal,711.73186,473.7,232.4,0,5.6
2023,5007935,Pantanal,711.73186,543.7,162.4,0,5.6
2017,5007935,Pantanal,711.73186,509.2,196.9,0,5.6
2009,5007935,Pantanal,711.73186,461.5,244.6,0,5.6
2012,5007935,Pantanal,711.73186,468.4,237.7,0,5.6
2007,5007935,Pantanal,711.73186,450.6,255.5,0,5.6
2001,5007935,Pantanal,711.73186,287.2,418.9,0,5.6
2013,5007935,Pantanal,711.73186,472.3,233.8,0,5.6
2020,5007935,Pantanal,711.73186,518.6,187.5,0,5.6
2004,5007935,Pantanal,711.73186,413.5,292.6,0,5.6
2006,5007935,Pantanal,711.73186,442.7,263.4,0,5.6
2003,5007935,Pantanal,711.73186,371.4,334.7,0,5.6
2019,5007935,Pantanal,711.73186,512.1,194,0,5.6
2000,5007935,Pantanal,711.73186,245.1,461,0,5.6
2022,5007935,Pantanal,711.73186,542.5,163.6,0,5.6
2005,5007935,Pantanal,711.73186,428.1,278,0,5.6
2018,5007935,Pantanal,711.73186,509.8,196.3,0,5.6
2011,5007935,Pantanal,711.73186,464.5,241.6,0,5.6
2015,5007935,Pantanal,711.73186,491.2,214.9,0,5.6
2010,5007935,Pantanal,711.73186,464.5,241.6,0,5.6
2002,5007935,Pantanal,711.73186,329.3,376.8,0,5.6
2021,5007935,Pantanal,711.73186,533.5,172.6,0,5.6
2002,5107602,Pantanal,18.05786,5,10.5,0,2.6
2013,5107602,Pantanal,18.05786,5,10.5,0,2.6
2005,5107602,Pantanal,18.05786,5,10.5,0,2.6
2001,5107602,Pantanal,18.05786,5,10.5,0,2.6
2017,5107602,Pantanal,18.05786,5.9,9.6,0,2.6
2006,5107602,Pantanal,18.05786,5,10.5,0,2.6
2008,5107602,Pantanal,18.05786,5,10.5,0,2.6
2010,5107602,Pantanal,18.05786,5,10.5,0,2.6
2022,5107602,Pantanal,18.05786,5.9,9.6,0,2.6
2015,5107602,Pantanal,18.05786,5.3,10.2,0,2.6
2007,5107602,Pantanal,18.05786,5,10.5,0,2.6
2018,5107602,Pantanal,18.05786,5.9,9.6,0,2.6
2009,5107602,Pantanal,18.05786,5,10.5,0,2.6
2019,5107602,Pantanal,18.05786,5.9,9.6,0,2.6
2011,5107602,Pantanal,18.05786,5,10.5,0,2.6
2000,5107602,Pantanal,18.05786,5,10.5,0,2.6
2003,5107602,Pantanal,18.05786,5,10.5,0,2.6
2012,5107602,Pantanal,18.05786,5,10.5,0,2.6
2004,5107602,Pantanal,18.05786,5,10.5,0,2.6
2014,5107602,Pantanal,18.05786,5,10.5,0,2.6
2020,5107602,Pantanal,18.05786,5.9,9.6,0,2.6
2021,5107602,Pantanal,18.05786,5.9,9.6,0,2.6
2016,5107602,Pantanal,18.05786,5.6,9.9,0,2.6
2023,5107602,Pantanal,18.05786,5.9,9.6,0,2.6
2023,5003306,Pantanal,2020.97092,1097.8,896.6,0,26.6
2012,5003306,Pantanal,2020.97092,1001.5,992.9,0,26.6
2007,5003306,Pantanal,2020.97092,933.8,1060.6,0,26.6
2010,5003306,Pantanal,2020.97092,982.7,1011.7,0,26.6
2004,5003306,Pantanal,2020.97092,858.1,1136.3,0,26.6
2001,5003306,Pantanal,2020.97092,752.8,1241.6,0,26.6
2009,5003306,Pantanal,2020.97092,960.4,1034,0,26.6
2002,5003306,Pantanal,2020.97092,787.9,1206.5,0,26.6
2013,5003306,Pantanal,2020.97092,1013.3,981.1,0,26.6
2014,5003306,Pantanal,2020.97092,1014.4,980,0,26.6
2000,5003306,Pantanal,2020.97092,717.7,1276.7,0,26.6
2018,5003306,Pantanal,2020.97092,1047.2,947.2,0,26.6
2006,5003306,Pantanal,2020.97092,929.5,1064.9,0,26.6
2022,5003306,Pantanal,2020.97092,1079,915.4,0,26.6
2011,5003306,Pantanal,2020.97092,989.7,1004.7,0,26.6
2017,5003306,Pantanal,2020.97092,1033.8,960.6,0,26.6
2021,5003306,Pantanal,2020.97092,1072.9,921.5,0,26.6
2005,5003306,Pantanal,2020.97092,893.8,1100.6,0,26.6
2003,5003306,Pantanal,2020.97092,823,1171.4,0,26.6
2015,5003306,Pantanal,2020.97092,1019.9,974.5,0,26.6
2019,5003306,Pantanal,2020.97092,1059.3,935.1,0,26.6
2008,5003306,Pantanal,2020.97092,938.1,1056.3,0,26.6
2016,5003306,Pantanal,2020.97092,1025.4,969,0,26.6
2020,5003306,Pantanal,2020.97092,1065.8,928.6,0,26.6
2007,5006903,Pantanal,10366.10114,3192.7,7044.3,0,129.1
2006,5006903,Pantanal,10366.10114,3165.4,7071.6,0,129.1
2002,5006903,Pantanal,10366.10114,2824.4,7412.6,0,129.1
2021,5006903,Pantanal,10366.10114,3663.3,6573.7,0,129.1
2018,5006903,Pantanal,10366.10114,3555.9,6681.1,0,129.1
2014,5006903,Pantanal,10366.10114,3415.8,6821.2,0,129.1
2009,5006903,Pantanal,10366.10114,3285.8,6951.2,0,129.1
2004,5006903,Pantanal,10366.10114,3040.6,7196.4,0,129.1
2005,5006903,Pantanal,10366.10114,3103,7134,0,129.1
2013,5006903,Pantanal,10366.10114,3408.1,6828.9,0,129.1
2022,5006903,Pantanal,10366.10114,3740.5,6496.5,0,129.1
2001,5006903,Pantanal,10366.10114,2716.3,7520.7,0,129.1
2011,5006903,Pantanal,10366.10114,3363.5,6873.5,0,129.1
2008,5006903,Pantanal,10366.10114,3220,7017,0,129.1
2015,5006903,Pantanal,10366.10114,3457.8,6779.2,0,129.1
2003,5006903,Pantanal,10366.10114,2932.5,7304.5,0,129.1
2019,5006903,Pantanal,10366.10114,3597.6,6639.4,0,129.1
2016,5006903,Pantanal,10366.10114,3499.8,6737.2,0,129.1
2017,5006903,Pantanal,10366.10114,3536.4,6700.6,0,129.1
2010,5006903,Pantanal,10366.10114,3351.6,6885.4,0,129.1
2000,5006903,Pantanal,10366.10114,2608.2,7628.8,0,129.1
2020,5006903,Pantanal,10366.10114,3624.1,6612.9,0,129.1
2012,5006903,Pantanal,10366.10114,3385.8,6851.2,0,129.1
2023,5006903,Pantanal,10366.10114,3792.5,6444.5,0,129.1
2000,5106505,Pantanal,13924.14199,581,12493.9,0,849.2
2002,5106505,Pantanal,13924.14199,670.6,12404.3,0,849.2
2018,5106505,Pantanal,13924.14199,1174.1,11900.8,0,849.2
2019,5106505,Pantanal,13924.14199,1196,11878.9,0,849.2
2008,5106505,Pantanal,13924.14199,896.2,12178.7,0,849.2
2009,5106505,Pantanal,13924.14199,917.5,12157.4,0,849.2
2005,5106505,Pantanal,13924.14199,801.1,12273.8,0,849.2
2013,5106505,Pantanal,13924.14199,1014.1,12060.8,0,849.2
2016,5106505,Pantanal,13924.14199,1120,11954.9,0,849.2
2017,5106505,Pantanal,13924.14199,1138.2,11936.7,0,849.2
2015,5106505,Pantanal,13924.14199,1079.7,11995.2,0,849.2
2003,5106505,Pantanal,13924.14199,715.4,12359.5,0,849.2
2023,5106505,Pantanal,13924.14199,1284,11790.9,0,849.2
2006,5106505,Pantanal,13924.14199,842,12232.9,0,849.2
2007,5106505,Pantanal,13924.14199,869.1,12205.8,0,849.2
2012,5106505,Pantanal,13924.14199,988.7,12086.2,0,849.2
2021,5106505,Pantanal,13924.14199,1246.8,11828.1,0,849.2
2004,5106505,Pantanal,13924.14199,760.2,12314.7,0,849.2
2014,5106505,Pantanal,13924.14199,1039.4,12035.5,0,849.2
2011,5106505,Pantanal,13924.14199,963.3,12111.6,0,849.2
2010,5106505,Pantanal,13924.14199,938.8,12136.1,0,849.2
2020,5106505,Pantanal,13924.14199,1226.8,11848.1,0,849.2
2022,5106505,Pantanal,13924.14199,1265.1,11809.8,0,849.2
2001,5106505,Pantanal,13924.14199,625.8,12449.1,0,849.2
2007,5005202,Pantanal,344.00171,114.7,198.9,0,30.4
2011,5005202,Pantanal,344.00171,118,195.6,0,30.4
2018,5005202,Pantanal,344.00171,121.2,192.4,0,30.4
2000,5005202,Pantanal,344.00171,99.1,214.5,0,30.4
2020,5005202,Pantanal,344.00171,121.5,192.1,0,30.4
2012,5005202,Pantanal,344.00171,118.1,195.5,0,30.4
2001,5005202,Pantanal,344.00171,101.1,212.5,0,30.4
2002,5005202,Pantanal,344.00171,103.1,210.5,0,30.4
2005,5005202,Pantanal,344.00171,109.7,203.9,0,30.4
2013,5005202,Pantanal,344.00171,118.2,195.4,0,30.4
2022,5005202,Pantanal,344.00171,122,191.6,0,30.4
2006,5005202,Pantanal,344.00171,112.3,201.3,0,30.4
2023,5005202,Pantanal,344.00171,124.7,188.9,0,30.4
2015,5005202,Pantanal,344.00171,119.2,194.4,0,30.4
2019,5005202,Pantanal,344.00171,121.4,192.2,0,30.4
2009,5005202,Pantanal,344.00171,117.5,196.1,0,30.4
2021,5005202,Pantanal,344.00171,121.9,191.7,0,30.4
2003,5005202,Pantanal,344.00171,105.1,208.5,0,30.4
2004,5005202,Pantanal,344.00171,107.1,206.5,0,30.4
2010,5005202,Pantanal,344.00171,117.9,195.7,0,30.4
2008,5005202,Pantanal,344.00171,117.1,196.5,0,30.4
2014,5005202,Pantanal,344.00171,118.4,195.2,0,30.4
2016,5005202,Pantanal,344.00171,120,193.6,0,30.4
2017,5005202,Pantanal,344.00171,120.9,192.7,0,30.4
2015,5007406,Pantanal,4625.43269,2558.6,2054.8,0,12
2010,5007406,Pantanal,4625.43269,2372.2,2241.2,0,12
2023,5007406,Pantanal,4625.43269,2930.5,1682.9,0,12
2013,5007406,Pantanal,4625.43269,2490.3,2123.1,0,12
2018,5007406,Pantanal,4625.43269,2696.5,1916.9,0,12
2000,5007406,Pantanal,4625.43269,1627,2986.4,0,12
2022,5007406,Pantanal,4625.43269,2888.3,1725.1,0,12
2005,5007406,Pantanal,4625.43269,2135,2478.4,0,12
2014,5007406,Pantanal,4625.43269,2523.3,2090.1,0,12
2020,5007406,Pantanal,4625.43269,2811.4,1802,0,12
2011,5007406,Pantanal,4625.43269,2391.3,2222.1,0,12
2004,5007406,Pantanal,4625.43269,2072.2,2541.2,0,12
2009,5007406,Pantanal,4625.43269,2325.9,2287.5,0,12
2003,5007406,Pantanal,4625.43269,1960.9,2652.5,0,12
2017,5007406,Pantanal,4625.43269,2648.2,1965.2,0,12
2019,5007406,Pantanal,4625.43269,2738.3,1875.1,0,12
2002,5007406,Pantanal,4625.43269,1849.6,2763.8,0,12
2012,5007406,Pantanal,4625.43269,2440.8,2172.6,0,12
2006,5007406,Pantanal,4625.43269,2197.8,2415.6,0,12
2007,5007406,Pantanal,4625.43269,2238.7,2374.7,0,12
2008,5007406,Pantanal,4625.43269,2279.6,2333.8,0,12
2001,5007406,Pantanal,4625.43269,1738.3,2875.1,0,12
2021,5007406,Pantanal,4625.43269,2856.7,1756.7,0,12
2016,5007406,Pantanal,4625.43269,2593.9,2019.5,0,12
2001,5003207,Pantanal,64074.62502,2656.8,59156,0,2261.8
2023,5003207,Pantanal,64074.62502,8164.2,53648.6,0,2261.8
2009,5003207,Pantanal,64074.62502,4516.8,57296,0,2261.8
2013,5003207,Pantanal,64074.62502,5349.1,56463.7,0,2261.8
2020,5003207,Pantanal,64074.62502,6915.5,54897.3,0,2261.8
2014,5003207,Pantanal,64074.62502,5453.8,56359,0,2261.8
2011,5003207,Pantanal,64074.62502,5050.7,56762.1,0,2261.8
2012,5003207,Pantanal,64074.62502,5199.9,56612.9,0,2261.8
2015,5003207,Pantanal,64074.62502,5671.8,56141,0,2261.8
2019,5003207,Pantanal,64074.62502,6581,55231.8,0,2261.8
2022,5003207,Pantanal,64074.62502,7782.2,54030.6,0,2261.8
2004,5003207,Pantanal,64074.62502,3269.1,58543.7,0,2261.8
2018,5003207,Pantanal,64074.62502,6345.2,55467.6,0,2261.8
2017,5003207,Pantanal,64074.62502,6174.5,55638.3,0,2261.8
2002,5003207,Pantanal,64074.62502,2860.9,58951.9,0,2261.8
2016,5003207,Pantanal,64074.62502,5889.8,55923,0,2261.8
2021,5003207,Pantanal,64074.62502,7430.7,54382.1,0,2261.8
2010,5003207,Pantanal,64074.62502,4784.1,57028.7,0,2261.8
2000,5003207,Pantanal,64074.62502,2452.7,59360.1,0,2261.8
2008,5003207,Pantanal,64074.62502,4249.5,57563.3,0,2261.8
2005,5003207,Pantanal,64074.62502,3562.5,58250.3,0,2261.8
2006,5003207,Pantanal,64074.62502,3855.9,57956.9,0,2261.8
2003,5003207,Pantanal,64074.62502,3065,58747.8,0,2261.8
2007,5003207,Pantanal,64074.62502,4052.7,57760.1,0,2261.8
2001,5106109,Pantanal,1424.96059,143.3,1263.9,0,17.8
2007,5106109,Pantanal,1424.96059,192.2,1215,0,17.8
2016,5106109,Pantanal,1424.96059,271.6,1135.6,0,17.8
2014,5106109,Pantanal,1424.96059,243.6,1163.6,0,17.8
2009,5106109,Pantanal,1424.96059,212.1,1195.1,0,17.8
2020,5106109,Pantanal,1424.96059,326.3,1080.9,0,17.8
2010,5106109,Pantanal,1424.96059,217.9,1189.3,0,17.8
2011,5106109,Pantanal,1424.96059,224,1183.2,0,17.8
2017,5106109,Pantanal,1424.96059,300.4,1106.8,0,17.8
2005,5106109,Pantanal,1424.96059,165.8,1241.4,0,17.8
2006,5106109,Pantanal,1424.96059,178.1,1229.1,0,17.8
2000,5106109,Pantanal,1424.96059,139.9,1267.3,0,17.8
2008,5106109,Pantanal,1424.96059,206.3,1200.9,0,17.8
2023,5106109,Pantanal,1424.96059,336,1071.2,0,17.8
2012,5106109,Pantanal,1424.96059,228.3,1178.9,0,17.8
2022,5106109,Pantanal,1424.96059,335.1,1072.1,0,17.8
2021,5106109,Pantanal,1424.96059,332.4,1074.8,0,17.8
2004,5106109,Pantanal,1424.96059,153.5,1253.7,0,17.8
2015,5106109,Pantanal,1424.96059,257.6,1149.6,0,17.8
2003,5106109,Pantanal,1424.96059,150.1,1257.1,0,17.8
2013,5106109,Pantanal,1424.96059,232.6,1174.6,0,17.8
2018,5106109,Pantanal,1424.96059,314,1093.2,0,17.8
2002,5106109,Pantanal,1424.96059,146.7,1260.5,0,17.8
2019,5106109,Pantanal,1424.96059,318.9,1088.3,0,17.8
2009,5005608,Pantanal,1989.49291,196.4,1766.8,0,26.3
2010,5005608,Pantanal,1989.49291,197,1766.2,0,26.3
2000,5005608,Pantanal,1989.49291,131.8,1831.4,0,26.3
2003,5005608,Pantanal,1989.49291,159.4,1803.8,0,26.3
2014,5005608,Pantanal,1989.49291,205,1758.2,0,26.3
2011,5005608,Pantanal,1989.49291,200.6,1762.6,0,26.3
2022,5005608,Pantanal,1989.49291,223,1740.2,0,26.3
2017,5005608,Pantanal,1989.49291,216.5,1746.7,0,26.3
2012,5005608,Pantanal,1989.49291,202.1,1761.1,0,26.3
2023,5005608,Pantanal,1989.49291,224.1,1739.1,0,26.3
2001,5005608,Pantanal,1989.49291,141,1822.2,0,26.3
2019,5005608,Pantanal,1989.49291,218.2,1745,0,26.3
2006,5005608,Pantanal,1989.49291,194.6,1768.6,0,26.3
2016,5005608,Pantanal,1989.49291,213.2,1750,0,26.3
2002,5005608,Pantanal,1989.49291,150.2,1813,0,26.3
2007,5005608,Pantanal,1989.49291,195.2,1768,0,26.3
2013,5005608,Pantanal,1989.49291,203.6,1759.6,0,26.3
2008,5005608,Pantanal,1989.49291,195.8,1767.4,0,26.3
2015,5005608,Pantanal,1989.49291,209.1,1754.1,0,26.3
2020,5005608,Pantanal,1989.49291,218.9,1744.3,0,26.3
2021,5005608,Pantanal,1989.49291,219,1744.2,0,26.3
2005,5005608,Pantanal,1989.49291,181.6,1781.6,0,26.3
2004,5005608,Pantanal,1989.49291,168.6,1794.6,0,26.3
2018,5005608,Pantanal,1989.49291,217,1746.2,0,26.3
2011,5101605,Pantanal,11432.75486,965.6,10261.2,0,206
2023,5101605,Pantanal,11432.75486,1382.8,9844,0,206
2010,5101605,Pantanal,11432.75486,950.5,10276.3,0,206
2020,5101605,Pantanal,11432.75486,1246.5,9980.3,0,206
2014,5101605,Pantanal,11432.75486,1002.8,10224,0,206
2021,5101605,Pantanal,11432.75486,1253.5,9973.3,0,206
2002,5101605,Pantanal,11432.75486,733.7,10493.1,0,206
2000,5101605,Pantanal,11432.75486,694.5,10532.3,0,206
2006,5101605,Pantanal,11432.75486,832.9,10393.9,0,206
2008,5101605,Pantanal,11432.75486,882.1,10344.7,0,206
2022,5101605,Pantanal,11432.75486,1347.8,9879,0,206
2005,5101605,Pantanal,11432.75486,802.9,10423.9,0,206
2013,5101605,Pantanal,11432.75486,984,10242.8,0,206
2018,5101605,Pantanal,11432.75486,1195,10031.8,0,206
2015,5101605,Pantanal,11432.75486,1037.6,10189.2,0,206
2019,5101605,Pantanal,11432.75486,1225.4,10001.4,0,206
2007,5101605,Pantanal,11432.75486,857.5,10369.3,0,206
2012,5101605,Pantanal,11432.75486,974.8,10252,0,206
2003,5101605,Pantanal,11432.75486,753.3,10473.5,0,206
2009,5101605,Pantanal,11432.75486,916.3,10310.5,0,206
2004,5101605,Pantanal,11432.75486,772.9,10453.9,0,206
2017,5101605,Pantanal,11432.75486,1152.8,10074,0,206
2001,5101605,Pantanal,11432.75486,714.1,10512.7,0,206
2016,5101605,Pantanal,11432.75486,1072.4,10154.4,0,206
2013,5107800,Pantanal,6643.2498,1964.6,4620.1,0,58.5
2022,5107800,Pantanal,6643.2498,2290.6,4294.1,0,58.5
2011,5107800,Pantanal,6643.2498,1887.2,4697.5,0,58.5
2021,5107800,Pantanal,6643.2498,2262.4,4322.3,0,58.5
2008,5107800,Pantanal,6643.2498,1765.1,4819.6,0,58.5
2006,5107800,Pantanal,6643.2498,1702.3,4882.4,0,58.5
2004,5107800,Pantanal,6643.2498,1606.1,4978.6,0,58.5
2000,5107800,Pantanal,6643.2498,1204.1,5380.6,0,58.5
2020,5107800,Pantanal,6643.2498,2253.4,4331.3,0,58.5
2007,5107800,Pantanal,6643.2498,1733.7,4851,0,58.5
2019,5107800,Pantanal,6643.2498,2232.6,4352.1,0,58.5
2001,5107800,Pantanal,6643.2498,1304.6,5280.1,0,58.5
2003,5107800,Pantanal,6643.2498,1505.6,5079.1,0,58.5
2018,5107800,Pantanal,6643.2498,2205.6,4379.1,0,58.5
2023,5107800,Pantanal,6643.2498,2346.9,4237.8,0,58.5
2005,5107800,Pantanal,6643.2498,1654.2,4930.5,0,58.5
2015,5107800,Pantanal,6643.2498,2065.8,4518.9,0,58.5
2014,5107800,Pantanal,6643.2498,2000.9,4583.8,0,58.5
2012,5107800,Pantanal,6643.2498,1925.9,4658.8,0,58.5
2017,5107800,Pantanal,6643.2498,2169,4415.7,0,58.5
2009,5107800,Pantanal,6643.2498,1812.5,4772.2,0,58.5
2002,5107800,Pantanal,6643.2498,1405.1,5179.6,0,58.5
2010,5107800,Pantanal,6643.2498,1859.9,4724.8,0,58.5
2016,5107800,Pantanal,6643.2498,2130.7,4454,0,58.5
2011,5106828,Pantanal,834.35706,512.5,302.6,0.1,19.2
2018,5106828,Pantanal,834.35706,548.8,266.3,0.1,19.2
2016,5106828,Pantanal,834.35706,543.3,271.8,0.1,19.2
2012,5106828,Pantanal,834.35706,520.1,295,0.1,19.2
2000,5106828,Pantanal,834.35706,379.9,435.2,0.1,19.2
2001,5106828,Pantanal,834.35706,397.2,417.9,0.1,19.2
2023,5106828,Pantanal,834.35706,572.7,242.4,0.1,19.2
2005,5106828,Pantanal,834.35706,457.1,358,0.1,19.2
2009,5106828,Pantanal,834.35706,486.7,328.4,0.1,19.2
2017,5106828,Pantanal,834.35706,546.1,269,0.1,19.2
2007,5106828,Pantanal,834.35706,469.5,345.6,0.1,19.2
2008,5106828,Pantanal,834.35706,473.9,341.2,0.1,19.2
2014,5106828,Pantanal,834.35706,528.9,286.2,0.1,19.2
2022,5106828,Pantanal,834.35706,566.8,248.3,0.1,19.2
2015,5106828,Pantanal,834.35706,536.1,279,0.1,19.2
2010,5106828,Pantanal,834.35706,499.5,315.6,0.1,19.2
2021,5106828,Pantanal,834.35706,564,251.1,0.1,19.2
2020,5106828,Pantanal,834.35706,559.5,255.6,0.1,19.2
2002,5106828,Pantanal,834.35706,414.5,400.6,0.1,19.2
2003,5106828,Pantanal,834.35706,431.8,383.3,0.1,19.2
2019,5106828,Pantanal,834.35706,554.6,260.5,0.1,19.2
2013,5106828,Pantanal,834.35706,527.7,287.4,0.1,19.2
2004,5106828,Pantanal,834.35706,449.1,366,0.1,19.2
2006,5106828,Pantanal,834.35706,465.1,350,0.1,19.2
2016,5105234,Pantanal,35.75365,7,28.1,0,0.7
2005,5105234,Pantanal,35.75365,6.4,28.7,0,0.7
2006,5105234,Pantanal,35.75365,6.4,28.7,0,0.7
2000,5105234,Pantanal,35.75365,6,29.1,0,0.7
2007,5105234,Pantanal,35.75365,6.7,28.4,0,0.7
2023,5105234,Pantanal,35.75365,7,28.1,0,0.7
2022,5105234,Pantanal,35.75365,7,28.1,0,0.7
2018,5105234,Pantanal,35.75365,7,28.1,0,0.7
2011,5105234,Pantanal,35.75365,7,28.1,0,0.7
2017,5105234,Pantanal,35.75365,7,28.1,0,0.7
2014,5105234,Pantanal,35.75365,7,28.1,0,0.7
2015,5105234,Pantanal,35.75365,7,28.1,0,0.7
2003,5105234,Pantanal,35.75365,6.3,28.8,0,0.7
2021,5105234,Pantanal,35.75365,7,28.1,0,0.7
2012,5105234,Pantanal,35.75365,7,28.1,0,0.7
2013,5105234,Pantanal,35.75365,7,28.1,0,0.7
2002,5105234,Pantanal,35.75365,6.2,28.9,0,0.7
2010,5105234,Pantanal,35.75365,7,28.1,0,0.7
2001,5105234,Pantanal,35.75365,6.1,29,0,0.7
2008,5105234,Pantanal,35.75365,7,28.1,0,0.7
2019,5105234,Pantanal,35.75365,7,28.1,0,0.7
2004,5105234,Pantanal,35.75365,6.4,28.7,0,0.7
2020,5105234,Pantanal,35.75365,7,28.1,0,0.7
2009,5105234,Pantanal,35.75365,7,28.1,0,0.7
2011,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2017,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2018,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2010,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2012,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2007,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2015,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2002,5103437,Pantanal,32.99235,25.3,7.3,0,0.4
2006,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2020,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2000,5103437,Pantanal,32.99235,25.1,7.5,0,0.4
2009,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2004,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2021,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2005,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2014,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2016,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2003,5103437,Pantanal,32.99235,25.4,7.2,0,0.4
2022,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2019,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2013,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2001,5103437,Pantanal,32.99235,25.2,7.4,0,0.4
2023,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2008,5103437,Pantanal,32.99235,25.5,7.1,0,0.4
2020,5105200,Pantanal,6.99926,1.2,4,0,1.8
2015,5105200,Pantanal,6.99926,1.2,4,0,1.8
2017,5105200,Pantanal,6.99926,1.2,4,0,1.8
2012,5105200,Pantanal,6.99926,1.2,4,0,1.8
2006,5105200,Pantanal,6.99926,1.2,4,0,1.8
2007,5105200,Pantanal,6.99926,1.2,4,0,1.8
2010,5105200,Pantanal,6.99926,1.2,4,0,1.8
2008,5105200,Pantanal,6.99926,1.2,4,0,1.8
2014,5105200,Pantanal,6.99926,1.2,4,0,1.8
2004,5105200,Pantanal,6.99926,1.2,4,0,1.8
2002,5105200,Pantanal,6.99926,1.2,4,0,1.8
2000,5105200,Pantanal,6.99926,1.2,4,0,1.8
2001,5105200,Pantanal,6.99926,1.2,4,0,1.8
2022,5105200,Pantanal,6.99926,1.2,4,0,1.8
2009,5105200,Pantanal,6.99926,1.2,4,0,1.8
2023,5105200,Pantanal,6.99926,1.2,4,0,1.8
2003,5105200,Pantanal,6.99926,1.2,4,0,1.8
2011,5105200,Pantanal,6.99926,1.2,4,0,1.8
2005,5105200,Pantanal,6.99926,1.2,4,0,1.8
2019,5105200,Pantanal,6.99926,1.2,4,0,1.8
2018,5105200,Pantanal,6.99926,1.2,4,0,1.8
2013,5105200,Pantanal,6.99926,1.2,4,0,1.8
2021,5105200,Pantanal,6.99926,1.2,4,0,1.8
2016,5105200,Pantanal,6.99926,1.2,4,0,1.8
2001,5002159,Pantanal,32.16373,0.2,30.3,0,1.7
2005,5002159,Pantanal,32.16373,1.9,28.6,0,1.7
2008,5002159,Pantanal,32.16373,4.9,25.6,0,1.7
2012,5002159,Pantanal,32.16373,4.9,25.6,0,1.7
2023,5002159,Pantanal,32.16373,4.9,25.6,0,1.7
2014,5002159,Pantanal,32.16373,4.9,25.6,0,1.7
2006,5002159,Pantanal,32.16373,3.3,27.2,0,1.7
2011,5002159,Pantanal,32.16373,4.9,25.6,0,1.7
2002,5002159,Pantanal,32.16373,0.3,30.2,0,1.7
2000,5002159,Pantanal,32.16373,0.1,30.4,0,1.7
2007,5002159,Pantanal,32.16373,4.1,26.4,0,1.7
2018,5002159,Pantanal,32.16373,4.9,25.6,0,1.7
2013,5002159,Pantanal,32.16373,4.9,25.6,0,1.7
2010,5002159,Pantanal,32.16373,4.9,25.6,0,1.7
